Id,MSZoning,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,Foundation,CentralAir,Electrical,SaleType,SaleCondition,PoolQC,LogSalePrice,SalePrice,test,MasVnrArea,OverallQual,OverallCond,YearRemodAdd,MSSubClass,LotFrontage,LotArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,bsmt_height,exterior_quality,exterior_condition,bsmt_condition,bsmt_exposure,bsmt_finished1,bsmt_finished2,BsmtFinishedShare,heating_quality,kitchen_quality,home_funct,fireplace_quality,fireplace_ttlscore,gar_qual,gar_cond,gar_perception,driveway,fence,full_baths,half_baths,average_quality,room_size,age,garage_perception
415,0,0,0,0,0,0,0,15,0,0,0,2,0,1,1,1,2,1,1,0,3,0,11.74403719,126000.0005,0,0,5,6,1950,50,60,8160,312,0,444,756,756,378,0,1134,1,1,3,1,7,1940,240,0,0,0,0,0,0,0,4,2007,2,1,2,3,0,3,1,0.412698413,1,1,7,0,0,3,2,6,2,0,2,1,-1.028683336,162,67,1.5
416,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,1,1,0,0,0,0,0,11.86358234,142000.0005,0,0,5,6,1968,20,65,8450,775,0,281,1056,1056,0,0,1056,1,0,3,1,6,1968,304,0,85,184,0,0,0,0,7,2010,2,1,2,3,0,2,1,0.733901515,4,1,7,1,1,3,2,6,3,0,2,0,-0.403231732,176,42,1.666666667
417,1,0,0,0,0,0,0,4,0,0,2,4,0,0,0,0,0,0,0,0,4,0,12.2370867,206300.0002,0,200,7,5,1998,90,78,7060,1309,0,35,1344,1344,0,0,1344,2,0,2,2,8,1997,784,0,0,0,0,0,0,0,11,2008,3,1,3,4,3,4,1,0.973958333,4,1,7,0,0,3,2,6,3,0,4,0,0.142859378,168,11,4.333333333
418,0,0,0,1,0,1,0,6,0,0,0,1,0,6,6,2,1,0,0,0,0,0,12.27839331,215000.0006,0,126,6,7,2000,20,69.79,16635,1246,0,356,1602,1602,0,0,1602,2,0,3,1,8,1977,529,240,0,0,0,0,0,0,6,2009,3,2,2,3,0,3,1,0.777777778,3,2,7,2,2,3,2,6,3,0,2,1,0.441293052,200.25,32,3
419,0,0,0,0,3,0,1,4,3,0,0,1,1,3,3,1,1,0,2,0,0,0,11.6351431,113000.0003,0,0,5,5,1954,20,100,21750,0,0,988,988,988,0,0,988,1,0,2,1,4,1954,520,0,0,0,0,0,0,0,2,2008,2,1,2,3,0,1,1,0,4,1,7,0,0,3,2,6,0,0,1,0,-0.403231732,247,54,2.666666667
420,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.66032792,315000.0007,0,473,8,5,1998,60,80,9200,986,0,484,1470,1470,1160,0,2630,2,1,4,1,8,1998,696,0,66,0,0,0,0,0,6,2008,3,2,2,3,0,4,1,0.670748299,3,2,7,2,2,3,2,6,3,0,3,1,0.732012596,328.75,10,3.666666667
421,0,0,0,0,0,0,0,11,0,0,0,1,0,2,5,0,1,0,2,0,0,0,11.84222921,138999.9997,0,74,6,5,1956,20,72,9000,616,0,580,1196,1196,0,0,1196,1,0,2,1,6,1956,297,0,44,0,0,0,0,0,5,2008,3,1,2,3,0,1,1,0.515050167,3,1,7,3,3,3,2,6,3,0,2,0,-0.210984263,199.3333333,52,2
422,1,0,1,0,3,0,0,7,0,0,0,0,0,3,3,1,1,0,0,0,0,0,11.81303006,135000.0003,0,0,7,8,1992,60,60,3378,0,0,651,651,707,682,0,1389,1,1,3,1,6,1947,240,0,0,126,0,0,0,0,9,2009,2,1,3,3,0,1,1,0,3,1,7,3,6,3,2,6,2,0,1,1,-0.320996055,231.5,63,1.5
423,0,0,0,0,2,0,1,12,0,0,0,5,0,2,5,0,0,0,0,0,0,0,12.52452638,275000.0009,0,145,7,5,1989,80,69.79,12800,1518,0,0,1518,1644,0,0,1644,2,0,2,1,5,1989,569,80,0,0,0,396,0,0,8,2009,3,2,2,3,3,4,1,1,3,2,7,2,2,3,2,6,3,0,3,1,0.586652824,328.8,20,3
424,0,0,0,1,0,0,0,11,0,0,0,1,1,1,1,1,1,0,0,0,0,0,11.59917655,109007.9997,0,0,4,6,1957,20,77,8593,288,0,619,907,907,0,0,907,1,0,3,1,5,1964,352,0,0,0,0,0,0,0,7,2008,2,1,2,3,0,2,1,0.31753032,4,1,7,0,0,3,2,6,3,0,1,0,-0.548591504,181.4,51,1.5
425,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,12.18280402,195400.0003,0,108,7,5,2007,20,64,6762,664,0,544,1208,1208,0,0,1208,2,0,2,1,6,2007,628,105,54,0,0,0,0,0,9,2007,3,2,2,3,0,4,1,0.549668874,4,2,7,0,0,3,2,6,3,0,3,0,0.795136692,201.3333333,0,2.666666667
426,0,0,0,1,0,2,0,16,0,0,0,1,0,3,3,1,1,0,0,0,0,0,12.07254125,174999.9995,0,0,6,5,1988,20,130,11457,1005,0,387,1392,1412,0,0,1412,2,0,3,1,6,1988,576,0,0,169,0,0,0,0,3,2009,3,1,2,3,1,4,1,0.721982759,2,2,7,2,2,3,2,6,3,0,3,0,-0.117212757,235.3333333,21,2.333333333
427,1,0,0,0,0,0,0,22,0,0,4,0,0,3,3,0,1,0,0,2,1,0,11.35510138,85400.00002,0,232,6,5,1971,160,21,1680,387,0,96,483,483,504,0,987,1,1,2,1,4,1971,264,0,0,0,0,0,0,0,7,2008,2,1,2,3,0,3,1,0.801242236,2,1,7,0,0,3,2,6,3,0,1,1,-0.674839696,246.75,37,1.5
428,1,0,0,1,1,0,0,7,1,0,0,2,0,1,1,1,2,0,0,7,1,0,11.28853113,79899.99986,0,0,6,7,1998,50,60,5586,0,0,901,901,1088,110,0,1198,1,0,4,1,7,1978,0,0,98,0,0,0,0,0,9,2008,2,1,2,3,0,1,1,0,3,1,7,0,0,3,2,6,0,0.5,1,0,-0.466355828,171.1428571,88,0
429,1,0,0,0,0,0,0,22,0,0,3,0,0,3,3,0,1,0,0,0,0,0,11.71586631,122500.0001,0,376,5,5,1971,160,24,1920,471,0,294,765,765,600,0,1365,1,1,2,1,6,1971,440,240,36,0,0,0,0,0,8,2007,2,1,2,3,0,3,1,0.615686275,4,1,5.5,0,0,3,2,6,3,0,2,1,-0.403231732,227.5,36,2.166666667
430,0,0,0,1,0,2,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.10625231,181000,0,0,6,5,1998,60,100,10839,0,0,926,926,926,678,0,1604,2,1,3,1,7,1997,470,0,36,0,0,0,0,0,7,2008,3,1,2,3,0,1,1,0,4,1,7,2,2,3,2,6,3,0,2,1,-0.002500395,229.1428571,11,3
431,1,0,0,0,0,0,0,14,0,0,4,4,0,6,6,1,1,0,0,0,0,0,11.30220443,80999.9997,0,0,4,7,1972,180,21,1890,495,0,135,630,630,0,0,630,1,0,1,1,3,1978,0,88,0,0,0,0,0,0,6,2008,3,1,3,3,2,3,1,0.785714286,3,1,7,0,0,3,2,6,3,0,2,0,-0.501703807,210,36,0
432,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,5,0,0,12.26434155,211999.9992,0,0,7,6,1996,60,43,10667,385,344,70,799,827,834,0,1661,2,1,3,1,6,1996,550,158,61,0,0,0,0,0,4,2009,3,2,2,3,2,4,3,0.912390488,4,2,7,2,2,3,2,6,3,0,3,1,0.795136692,276.8333333,13,2.666666667
433,1,0,0,0,0,0,0,7,0,0,0,2,0,9,8,1,2,0,2,0,0,0,11.66134547,116000,0,0,6,8,1950,50,40,4400,0,0,648,648,734,384,0,1118,1,0,2,1,6,1990,440,0,0,0,0,0,0,0,10,2006,1,1,2,3,0,1,1,0,2,1,7,0,0,3,2,6,3,0,1,0,-0.930211261,186.3333333,86,2.166666667
434,1,0,0,0,0,0,0,8,0,0,0,3,0,2,5,1,0,0,0,0,0,0,11.68687877,118999.9998,0,0,6,7,2004,45,50,6000,0,0,884,884,904,0,0,904,1,0,2,1,4,1926,180,0,0,105,0,0,0,0,1,2009,2,2,2,3,0,1,1,0,3,1,7,0,0,3,2,6,3,0,1,0,-0.116333887,226,83,1.5
435,0,0,0,0,0,0,0,2,0,0,0,1,0,5,8,1,0,1,0,0,0,0,11.4114463,90350.00036,0,0,5,6,2002,30,40,4280,365,0,75,440,694,0,0,694,1,0,2,1,4,1990,352,0,0,34,0,0,0,0,3,2007,2,1,2,3,0,1,1,0.829545455,2,2,7,3,3,3.5,2,7,2,0.5,1,0,-0.517944095,173.5,94,1.5
436,0,0,1,0,0,2,0,15,0,0,0,2,0,2,5,1,2,0,0,3,0,0,11.60823564,109999.9995,0,0,6,8,2000,50,67,12354,0,0,684,684,684,512,0,1196,1,0,3,1,7,2005,528,0,46,0,0,0,0,800,8,2009,2,1,2,2,1,1,1,0,3,2,7,0,0,3,2,6,3,1.5,1,0,-0.164100454,170.8571429,89,2.166666667
437,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,2,0,0,0,0,0,0,13.22672339,554999.9985,0,200,10,5,2008,20,105,15431,1767,539,788,3094,2402,0,0,2402,2,0,2,1,10,2008,672,0,72,0,0,170,0,0,4,2009,4,3,2,3,3,4,3,0.74531351,4,3,7,3,6,3,2,6,3,0,3,0,2.138864889,240.2,1,3.666666667
438,0,0,0,0,0,0,0,15,0,0,2,1,0,0,0,0,1,1,1,0,0,0,11.6784399,117999.9996,0,270,4,4,1955,90,92,12108,133,0,1307,1440,1440,0,0,1440,2,0,4,2,8,1978,0,0,0,0,0,0,0,0,9,2008,2,1,2,3,0,3,1,0.092361111,2,0,7,0,0,3,2,6,3,0,2,0,-1.267814614,180,53,0
439,1,0,0,0,0,0,0,8,0,0,0,2,0,1,1,1,0,0,0,0,0,0,12.00089179,162899.9993,0,0,5,7,1992,50,52,6240,0,0,1078,1078,1128,445,0,1573,2,0,3,1,8,1930,360,0,0,0,0,0,0,0,6,2008,2,1,2,3,0,1,1,0,2,1,7,3,3,3,2,6,2,0,2,0,-0.820199468,196.625,78,2.166666667
440,0,0,0,0,0,0,0,21,0,0,3,1,0,5,2,0,0,0,0,1,2,0,12.05815252,172500.0008,0,72,7,5,2007,120,53,3922,0,0,1258,1258,1258,0,0,1258,2,0,2,1,6,2007,648,144,16,0,0,0,0,0,6,2007,4,2,2,3,2,1,1,0,4,2,7,3,3,3,2,6,3,0,2,0,1.050508257,209.6666667,1,3.666666667
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.25486281,210000.0001,0,0,7,5,1995,60,70,8750,642,0,273,915,933,975,0,1908,2,1,4,1,8,1994,493,144,133,0,0,0,0,0,7,2008,3,2,3,3,0,4,1,0.701639344,4,2,7,2,2,3,2,6,3,0,3,1,0.795136692,238.5,14,2.333333333
442,0,0,0,0,0,2,0,15,0,0,0,1,1,2,5,1,1,0,0,2,0,0,11.75587164,127499.9995,0,0,6,5,1956,20,73,9855,0,0,1436,1436,1689,0,0,1689,1,0,3,1,7,1956,480,0,0,0,0,0,0,0,11,2009,2,1,2,3,0,1,1,0,1,1,7,3,3,3,2,6,3,0.5,1,0,-0.883323564,241.2857143,53,2.333333333
443,0,0,0,1,0,2,0,11,7,0,0,1,0,4,4,1,1,0,0,0,0,0,12.15477935,189999.9998,0,0,6,6,2002,20,137,16492,247,713,557,1517,1888,0,0,1888,2,1,2,1,6,1966,578,0,0,0,0,0,0,0,6,2010,2,2,2,3,0,3,2,0.63282795,4,2,3,3,3,3,2,6,3,0,2,1,0.394405355,314.6666667,44,3
444,0,0,0,1,0,2,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.20557252,199899.9999,0,0,7,5,1999,60,69.79,11214,0,0,930,930,956,930,0,1886,2,1,4,1,10,1998,431,89,0,0,0,0,0,0,7,2006,3,2,2,3,0,1,1,0,3,2,7,2,2,3,2,6,3,0,2,1,0.586652824,188.6,8,3
445,1,0,0,0,1,0,0,13,0,0,0,2,0,1,1,1,2,0,0,0,0,0,11.69107165,119500,0,0,6,6,1950,50,50,8600,0,0,780,780,780,596,0,1376,2,0,3,1,7,1937,198,0,0,0,0,0,0,0,6,2006,2,1,2,3,0,1,1,0,2,1,7,3,3,3,2,6,0,0,2,0,-0.674839696,196.5714286,69,1.5
446,1,0,0,0,0,0,0,7,0,0,0,2,0,1,1,1,1,0,0,0,0,0,11.69524702,119999.9998,0,0,3,7,2002,50,50,6000,331,0,318,649,679,504,0,1183,1,1,2,1,6,1981,308,0,176,0,0,0,0,0,6,2007,2,1,3,3,0,3,1,0.510015408,4,1,7,0,0,3,2,6,3,0,1,1,-0.693951276,197.1666667,59,1.5
447,1,0,0,0,0,0,0,7,0,0,0,1,1,2,5,1,2,0,2,0,0,0,11.60823564,109999.9995,0,0,6,8,2005,30,70,5684,0,0,813,813,813,0,0,813,1,0,2,1,5,1932,270,0,113,0,0,0,0,0,6,2006,2,1,2,3,0,1,1,0,4,2,7,0,0,2,1.5,3,0,0,1,0,0.044383414,162.6,76,1.5
448,0,0,0,1,0,2,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.22587527,203999.9994,0,42,6,5,1997,60,69.79,9303,742,0,130,872,888,868,0,1756,2,1,3,1,7,1996,422,144,122,0,0,0,0,0,7,2007,4,2,2,3,0,3,1,0.850917431,4,1,7,0,0,3,2,6,3,0,3,1,0.602893112,250.8571429,11,3
449,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.25486281,210000.0001,0,0,8,5,2008,60,75,9000,0,0,768,768,786,804,0,1590,2,1,3,1,6,2008,676,0,30,0,0,0,0,0,6,2009,3,2,2,3,0,1,1,0,4,2,7,0,0,3,2,6,3,0,2,1,0.940496465,265,1,2.666666667
450,0,0,0,0,0,0,0,4,0,0,2,1,0,7,4,1,1,0,0,0,5,0,12.14419724,187999.9997,0,0,5,5,1976,90,63,9297,1606,0,122,1728,1728,0,0,1728,2,0,4,2,8,1976,560,0,0,0,0,0,0,0,7,2006,2,1,2,3,0,3,1,0.929398148,2,1,7,0,0,3,2,6,3,0,4,0,-0.820199468,216,30,2.166666667
451,0,0,0,0,0,0,0,6,0,0,0,1,1,3,3,0,1,0,0,0,0,0,12.07539432,175499.9997,0,320,7,6,1973,20,80,9600,916,0,326,1242,1242,0,0,1242,1,1,3,1,6,1973,528,0,0,0,0,0,0,0,9,2007,2,1,2,3,0,3,1,0.737520129,1,1,7,2,2,3,2,6,3,0,1,1,-0.737963792,207,34,2.333333333
452,1,0,1,0,0,0,0,7,0,0,0,0,0,8,9,1,2,1,0,2,1,0,11.49272276,98000.00023,0,0,5,5,1950,70,34,4571,0,0,624,624,624,720,0,1344,1,0,4,1,7,1916,513,0,0,96,0,0,0,0,5,2008,2,1,2,3,0,1,1,0,1,1,7,0,0,2,1.5,3,3,0,1,0,-1.028683336,192,92,2.833333333
453,0,0,0,1,2,3,1,19,0,0,0,1,4,7,4,1,1,0,0,0,0,0,12.45293272,255999.9991,0,0,4,6,1994,20,69.79,53227,1116,0,248,1364,1663,0,0,1663,1,0,2,1,6,1954,529,224,137,0,0,0,0,0,3,2008,3,1,2,3,3,2,1,0.818181818,4,2,5.5,3,6,3,2,6,3,0,2,0,0.009035434,277.1666667,54,3
454,1,0,1,0,0,0,0,7,0,0,0,0,1,9,2,1,0,0,0,0,0,0,11.98915964,160999.9994,0,0,8,7,1996,70,69.79,5100,0,0,588,588,833,833,0,1666,1,0,3,1,7,1925,228,192,63,0,0,0,0,0,6,2008,2,1,3,3,0,1,1,0,1,2,7,3,3,3,2,6,3,0.5,1,0,-0.290348646,238,83,1.5
455,0,0,0,1,1,2,0,8,0,0,0,2,0,1,1,3,1,0,0,0,0,0,11.60823564,109999.9995,0,161,5,4,1950,50,69.79,7015,185,0,524,709,979,224,0,1203,1,0,3,1,5,1950,352,0,0,248,0,0,0,0,7,2009,2,1,2,3,0,1,1,0.260930889,2,2,7,2,2,3,2,6,3,0,2,0,-0.517944095,240.6,59,1.5
456,3,0,0,1,0,0,0,5,6,0,0,0,0,0,0,2,0,0,0,1,2,0,12.48156194,263435.0007,0,110,8,5,2009,60,75,8004,544,0,288,832,832,1103,0,1935,2,1,3,1,8,2009,552,0,150,0,0,0,0,0,12,2009,3,2,2,3,0,4,1,0.653846154,4,1,7,0,0,3,2,6,3,0,3,1,0.638241091,241.875,0,3.166666667
457,0,0,0,0,0,0,0,23,1,0,0,0,0,2,5,1,0,0,0,0,0,0,11.9511804,155000.0006,0,0,7,9,2007,70,60,7200,350,210,0,560,575,560,0,1135,1,0,3,1,6,1971,576,256,0,0,0,0,0,0,4,2009,3,2,3,4,0,3,2,1,4,2,7,0,0,3,2,6,3,0.5,2,0,0.795136692,189.1666667,73,2.5
458,0,0,0,1,0,0,0,9,0,0,0,1,0,1,1,1,1,0,0,0,0,0,11.04104808,62382.99992,0,0,5,5,1965,20,60,8281,553,311,0,864,864,0,0,864,1,0,3,1,5,1965,360,0,0,236,0,0,0,0,12,2009,2,1,2,3,0,2,2,1,3,1,7,1,1,3,2,6,3,1.5,1,0,-0.6117156,172.8,44,1.5
459,0,0,0,1,3,0,1,2,0,0,0,0,1,9,8,1,1,0,2,0,0,0,12.14791373,188699.9997,0,0,6,7,1995,70,74,11988,326,0,389,715,849,811,0,1660,1,1,3,1,6,1939,240,0,0,0,0,0,0,0,8,2008,2,1,2,3,0,1,1,0.455944056,1,1,7,3,3,3,2,6,3,0,1,1,-0.883323564,276.6666667,74,1.5
460,0,0,0,0,3,0,1,0,0,0,0,1,0,3,3,0,1,0,0,0,0,0,11.72803684,123999.9994,0,136,5,5,1978,20,60,8430,616,0,424,1040,1040,0,0,1040,2,0,3,1,5,1978,0,0,0,0,0,0,0,0,8,2009,3,1,2,3,0,2,1,0.592307692,2,1,7,0,0,3,2,6,3,0,2,0,-0.564827903,208,31,0
461,1,0,0,0,0,0,0,21,0,0,3,1,1,0,0,0,0,0,0,0,0,0,12.09368751,178739.9991,0,18,7,5,2004,120,69.79,3072,0,0,1375,1375,1414,0,0,1414,2,0,2,1,6,2004,398,144,20,0,0,0,0,0,5,2006,3,2,2,3,0,1,1,0,4,2,7,2,2,3,2,6,3,0,2,0,0.795136692,235.6666667,2,3
462,0,0,0,0,0,0,0,11,0,0,0,1,4,7,4,1,1,0,0,0,0,0,12.02574909,166999.9998,0,0,7,5,1970,20,85,10628,778,0,499,1277,1277,0,0,1277,1,0,2,1,5,1970,526,0,0,0,0,176,0,0,4,2007,2,1,3,4,3,4,1,0.609240407,2,1,7,1,1,3,2,6,3,1.5,2,0,-0.529479924,255.4,37,2.333333333
463,0,0,0,0,0,0,0,11,3,0,0,0,0,1,1,2,1,0,0,0,0,0,11.89478071,146500.0004,0,224,5,7,1995,70,79,9480,386,0,342,728,888,756,0,1644,1,1,3,1,7,1942,312,168,0,0,0,0,0,0,6,2007,2,1,2,3,0,1,1,0.53021978,4,2,7,3,6,3,2,6,3,0,1,1,-0.100976359,234.8571429,65,1.666666667
464,0,0,0,1,0,0,0,10,0,0,0,1,0,0,0,2,0,0,0,0,0,0,12.4292162,250000.0008,0,248,8,5,2006,20,98,11428,0,0,1626,1626,1634,0,0,1634,2,0,3,1,7,2006,866,0,44,0,0,0,0,0,5,2007,3,2,2,3,0,1,1,0,4,2,7,3,3,3,2,6,3,0,2,0,0.940496465,233.4285714,1,3.333333333
465,0,0,0,1,0,2,0,12,8,0,0,0,0,3,3,0,0,0,0,0,0,0,12.1388639,187000.0008,0,120,6,5,1993,60,76,9291,426,0,406,832,832,878,0,1710,2,1,3,1,7,1993,506,144,70,0,0,0,0,0,6,2008,3,2,2,3,0,4,1,0.512019231,4,2,7,0,0,3,2,6,3,0,2,1,0.64977692,244.2857143,15,2.666666667
466,0,0,0,1,0,2,0,18,0,0,3,1,0,3,3,1,0,0,0,0,0,0,12.26434155,211999.9992,0,0,8,5,1985,120,69.79,6820,368,1120,0,1488,1502,0,0,1502,1,1,1,1,4,1985,528,0,54,0,0,140,0,0,6,2010,3,2,2,3,2,4,2,1,2,2,7,0,0,3,2,6,3,0,2,1,0.523528728,375.5,25,2.666666667
467,0,0,0,0,0,0,0,6,7,0,0,0,3,5,4,1,1,0,0,0,0,0,12.15477935,189999.9998,0,0,7,6,1977,60,92,11952,0,0,808,808,1161,808,0,1969,2,1,3,1,8,1977,534,0,0,0,0,276,0,0,11,2007,3,1,2,3,0,1,1,0,2,1,7,3,3,3,2,6,3,0,2,1,-0.274108358,246.125,30,2.666666667
468,1,0,0,0,0,0,0,15,0,0,3,5,0,0,0,0,0,0,0,0,0,0,11.90496755,147999.9996,0,80,6,5,2005,180,35,3675,459,0,88,547,1072,0,0,1072,1,0,2,1,5,2005,525,0,28,0,0,0,0,0,6,2008,3,1,2,3,3,4,1,0.839122486,4,1,7,0,0,3,2,6,3,0,2,0,-0.002500395,214.4,3,2.666666667
469,0,0,0,1,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,1,2,0,12.99453001,440000.0018,0,304,8,5,2007,20,110,14977,1350,0,626,1976,1976,0,0,1976,2,0,2,1,7,2006,908,250,63,0,0,0,0,0,7,2007,4,2,2,3,3,4,1,0.683198381,4,2,7,3.5,3.5,3,2,6,3,0,3,0,1.19586803,282.2857143,1,3.333333333
470,0,0,0,0,0,0,0,18,0,0,3,1,0,6,6,1,0,0,0,0,0,0,12.43320822,251000.0005,0,0,8,5,2000,120,41,5330,1196,0,298,1494,1652,0,0,1652,2,0,2,1,6,2000,499,96,48,0,0,0,0,0,8,2007,3,2,2,3,2,4,1,0.800535475,4,3,7,0,0,3,2,6,3,0,3,0,1.242751838,275.3333333,7,2.666666667
471,0,0,0,0,0,2,0,9,0,0,0,1,1,3,3,1,1,0,0,0,0,0,11.79433792,132499.9994,0,0,5,6,1963,20,80,8480,630,0,340,970,970,0,0,970,1,0,2,1,5,1996,624,0,24,0,0,192,0,0,7,2007,2,1,2,3,0,4,1,0.649484536,2,1,7,0,0,3,2,6,3,0,2,0,-0.820199468,194,44,2.166666667
472,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.24961095,208900.0005,0,215,6,5,1998,20,75,13125,994,0,484,1478,1493,0,0,1493,2,0,3,1,7,1997,508,140,39,0,0,0,0,0,4,2008,3,1,2,3,3,4,1,0.672530447,4,2,7,2,2,3,2,6,3,0,3,0,0.299754979,213.2857143,11,3
473,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.84792653,379999.9994,0,772,9,5,2006,60,105,13693,0,0,2153,2153,2069,574,0,2643,2,1,3,1,9,2006,694,414,84,0,0,0,0,0,3,2007,3,3,2,3,2,1,1,0,4,3,7,3,3,3,2,6,3,0,2,1,1.738133551,293.6666667,1,3.833333333
474,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,12.60148742,297000.0007,0,336,8,5,2008,20,79,10637,1288,0,417,1705,1718,0,0,1718,2,0,3,1,7,2007,826,208,44,0,0,0,0,0,9,2009,4,2,2,3,3,4,1,0.75542522,4,2,7,3,3,3,2,6,3,0,3,0,1.19586803,245.4285714,2,3.333333333
475,1,0,0,0,1,0,0,7,0,0,0,1,1,9,8,3,2,0,0,0,4,0,11.40166983,89471.00005,0,435,4,7,2000,30,50,5925,168,0,739,907,1131,0,0,1131,1,0,2,1,7,1995,672,0,72,0,0,0,0,0,3,2007,1,1,2,3,0,2,1,0.18522602,2,1,7,0,0,3,2,6,3,0.5,1,0,-1.220930806,161.5714286,70,2.166666667
476,0,0,0,1,0,1,0,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12.69465266,325999.9999,0,378,9,5,2005,20,98,16033,1261,0,572,1833,1850,0,0,1850,2,0,3,1,8,2004,772,519,112,0,0,0,0,0,3,2006,4,2,2,3,3,4,1,0.687943262,4,2,7,3,3,3,2,6,3,0,3,0,1.341227802,231.25,2,3.666666667
477,0,0,0,1,3,0,0,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12.83201108,374000.0013,0,562,9,5,2004,20,72,11846,1567,0,225,1792,1792,0,0,1792,2,0,2,1,6,2003,874,206,49,0,0,0,0,0,8,2006,4,2,2,3,3,4,1,0.874441964,4,3,7,3,3,3,2,6,3,0,3,0,1.643483175,298.6666667,3,3.666666667
478,1,0,2,0,0,2,0,7,0,0,0,0,0,9,8,1,0,0,0,0,0,0,11.9511804,155000.0006,0,0,7,8,2005,70,50,2500,299,0,611,910,916,910,0,1826,1,1,4,1,7,1915,164,0,0,0,0,0,0,0,6,2009,2,2,2,3,0,3,1,0.328571429,4,3,5,3,3,2,1.5,3,3,0,2,1,0.8420205,260.8571429,94,1.666666667
479,1,0,0,0,0,1,0,4,0,0,4,1,1,0,0,0,0,0,0,0,0,0,12.00762171,164000.0005,0,116,6,5,1998,120,32,4500,897,0,319,1216,1216,0,0,1216,2,0,2,1,5,1998,402,0,125,0,0,0,0,0,5,2006,4,1,2,3,0,4,1,0.737664474,4,1,7,0,0,3,2,6,3,0,3,0,0.252871171,243.2,8,2.333333333
480,0,0,0,1,0,2,0,9,0,0,0,1,0,3,4,1,1,0,0,0,0,0,11.79433792,132499.9994,0,0,5,7,2001,20,69.79,7758,588,0,411,999,999,0,0,999,1,0,3,1,6,1963,264,0,132,0,0,0,0,0,3,2007,2,1,3,3,0,3,1,0.588588589,3,2,7,0,0,3,2,6,3,0,2,0,-0.309460227,166.5,45,1.5
481,0,0,0,0,0,0,0,11,0,0,0,1,0,1,1,1,1,0,0,0,0,0,11.89818787,147000.0006,0,0,5,7,2007,20,80,9600,607,0,506,1113,1113,0,0,1113,1,0,3,1,5,1950,264,0,80,120,0,0,0,0,7,2009,2,2,2,3,0,3,1,0.545372866,3,2,7,3,3,3,2,6,3,0,1,0,0.040561714,222.6,59,1.666666667
482,0,0,0,0,0,0,0,11,0,0,0,1,1,1,1,0,1,0,0,0,0,0,11.95761129,156000.0006,0,168,5,7,1965,20,79,10289,836,0,237,1073,1073,0,0,1073,1,1,3,1,6,1965,515,0,0,0,0,0,0,0,6,2007,2,1,2,3,0,3,1,0.779123952,2,1,7,0,0,3,2,6,3,0,2,1,-0.820199468,178.8333333,42,2.666666667
483,0,0,0,1,0,0,0,6,0,0,0,1,0,7,4,1,1,0,0,0,0,0,12.07254125,174999.9995,0,0,5,6,1971,20,70,12243,998,0,486,1484,1484,0,0,1484,2,0,3,1,7,1971,487,224,0,0,0,180,0,0,2,2007,3,1,2,3,2,3,1,0.672506739,3,1,7,2,2,3,2,6,3,0,2,0,-0.356344035,212,36,2.333333333
484,0,0,0,0,0,2,0,7,0,0,1,2,0,2,5,1,1,1,2,7,0,0,11.98292909,159999.9993,0,0,5,4,1970,190,60,10800,664,0,290,954,1766,648,0,2414,2,0,3,2,10,1970,520,142,0,0,0,0,0,0,5,2006,2,1,1,2,0,2,1,0.696016771,2,1,3,3,3,3,1.5,4.5,0,0,2,0,-0.820199468,241.4,106,2.333333333
485,1,0,0,0,0,0,0,14,0,0,4,4,0,6,6,1,1,0,0,0,0,0,11.36210258,86000.00041,0,0,4,8,2002,180,21,1526,515,0,115,630,630,0,0,630,1,0,1,1,3,1970,286,0,0,0,0,0,0,0,5,2009,3,1,3,3,2,4,1,0.817460317,2,2,7,0,0,3,2,6,3,0,2,0,-0.407932302,210,39,1.666666667
