,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,bsmt_height,exterior_quality,exterior_condition,bsmt_condition,bsmt_exposure,bsmt_finished1,bsmt_finished2,BsmtFinishedShare,heating_quality,kitchen_quality,home_funct,fireplace_quality,fireplace_ttlscore,gar_qual,gar_cond,gar_perception,driveway,fence,full_baths,half_baths,average_quality,room_size,age,garage_perception,LogSalePrice
225,226,20,RL,70.0,8521,Pave,,Reg,Lvl,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,Gable,HdBoard,HdBoard,None,0.0,CBlock,842,0,70,912,Y,SBrkr,912,0,0,912,1,0,3,1,5,1974.0,336,0,0,0,0,0,0,,0,5,2010,WD,Normal,125000,2,1,2,3,0,3,1,0.9232456140350878,2,1,7.0,1.0,1.0,3.0,2.0,6.0,3,0.5,1,0,-0.8201994681396458,182.4,43,1.5,11.736069016284437
226,227,120,RL,43.0,3182,Pave,,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,Gable,VinylSd,VinylSd,BrkFace,16.0,PConc,16,0,1357,1373,Y,SBrkr,1555,0,0,1555,2,0,2,1,7,2005.0,430,143,20,0,0,0,0,,0,5,2009,WD,Normal,192500,3,2,2,3,2,4,1,0.011653313911143437,4,2,7.0,2.0,2.0,3.0,2.0,6.0,3,0.0,2,0,0.7951366922635559,222.14285714285714,4,3.0,12.167851432709975
227,228,20,RL,73.0,8760,Pave,,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,Hip,MetalSd,MetalSd,BrkFace,220.0,CBlock,0,0,1194,1194,Y,SBrkr,1194,0,0,1194,1,0,3,1,6,1959.0,312,0,0,120,0,0,0,,0,4,2010,WD,Normal,148000,2,1,2,3,0,1,1,0.0,2,1,7.0,0.0,0.0,3.0,2.0,6.0,3,0.0,2,0,-0.6748396958754664,199.0,51,2.0,11.904967552746252
228,229,60,RL,174.0,15138,Pave,,IR1,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1996,Gable,VinylSd,VinylSd,BrkFace,506.0,PConc,689,0,773,1462,Y,SBrkr,1490,1304,0,2794,2,1,4,1,9,1995.0,810,0,146,202,0,0,0,,0,7,2009,WD,Normal,403000,3,2,2,3,0,4,1,0.47127222982216144,4,3,7.0,2.0,2.0,3.0,2.0,6.0,3,0.0,3,1,1.2427518378002054,310.44444444444446,14,3.6666666666666665,12.90669184092882
229,230,160,RM,21.0,1680,Pave,,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,Gable,HdBoard,HdBoard,BrkFace,297.0,CBlock,0,0,483,483,Y,SBrkr,483,504,0,987,1,1,2,1,5,1972.0,288,0,0,0,0,0,0,,0,6,2006,WD,Normal,94500,2,1,2,3,0,1,1,0.0,2,1,7.0,1.0,1.0,3.0,2.0,6.0,3,0.0,1,1,-0.6748396958754664,197.4,34,1.6666666666666667,11.456355113481834
230,231,20,RL,75.0,10650,Pave,,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,Gable,HdBoard,HdBoard,None,0.0,CBlock,182,712,0,894,Y,SBrkr,894,0,0,894,1,0,3,1,5,1976.0,308,365,0,0,0,0,0,,0,2,2010,WD,Normal,128200,2,1,2,4,2,1,3,1.0,2,1,7.0,0.0,0.0,3.0,2.0,6.0,3,0.5,2,0,-0.8201994681396458,178.8,34,1.6666666666666667,11.761346823468706
231,232,60,RL,,7851,Pave,,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,Gable,VinylSd,VinylSd,,,PConc,625,0,235,860,Y,SBrkr,860,1100,0,1960,2,1,4,1,8,2002.0,440,288,48,0,0,0,0,,0,5,2010,WD,Normal,216500,3,2,2,3,0,4,1,0.7267441860465116,4,2,7.0,2.0,4.0,3.0,2.0,6.0,3,0.0,3,1,0.6497769199993766,245.0,8,3.1666666666666665,12.285345826424681
232,233,160,RM,21.0,1680,Pave,,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,Gable,HdBoard,HdBoard,BrkFace,604.0,CBlock,358,0,125,483,Y,SBrkr,483,504,0,987,1,1,2,1,5,1971.0,264,0,0,0,0,0,0,,0,8,2008,WD,Normal,89500,2,1,2,3,0,3,1,0.7412008281573499,2,1,7.0,0.0,0.0,3.0,2.0,6.0,3,0.0,1,1,-0.6748396958754664,197.4,37,1.5,11.401993904262946
233,234,20,RL,65.0,8773,Pave,,Reg,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,Gable,VinylSd,VinylSd,BrkFace,98.0,PConc,24,0,1390,1414,Y,SBrkr,1414,0,0,1414,2,0,3,1,6,2004.0,494,132,105,0,0,0,0,,0,5,2010,WD,Normal,185500,3,2,2,3,2,4,1,0.016973125884017004,4,2,7.0,0.0,0.0,3.0,2.0,6.0,3,0.0,2,0,0.7951366922635559,235.66666666666666,6,2.6666666666666665,12.130810161029627
234,235,60,RL,,9453,Pave,,IR1,Lvl,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,2003,Gable,HdBoard,HdBoard,None,0.0,PConc,402,0,594,996,Y,SBrkr,1014,730,0,1744,2,1,3,1,7,1993.0,457,370,70,0,238,0,0,,0,2,2010,WD,Normal,194500,3,2,2,3,0,2,1,0.4036144578313253,4,2,7.0,0.0,0.0,3.0,2.0,6.0,3,0.0,2,1,0.7951366922635559,249.14285714285714,17,2.6666666666666665,12.178187442040638
235,236,20,RL,93.0,12030,Pave,,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,Hip,VinylSd,VinylSd,BrkFace,254.0,PConc,0,0,1694,1694,Y,SBrkr,1694,0,0,1694,2,0,3,1,7,2007.0,818,168,228,0,0,0,0,,0,12,2007,New,Partial,318000,4,3,2,3,0,1,1,0.0,4,2,7.0,0.0,0.0,3.0,2.0,6.0,3,0.0,2,0,1.5458899708735834,242.0,0,3.6666666666666665,12.669806661762314
236,237,50,RL,52.0,8741,Pave,,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1950,Gable,VinylSd,VinylSd,None,0.0,CBlock,94,0,641,735,Y,FuseA,798,689,0,1487,1,1,3,1,7,1949.0,220,0,140,0,0,0,0,,0,4,2010,WD,Normal,113000,2,1,2,2,0,1,1,0.1278911564625851,2,1,7.0,3.0,3.0,3.0,2.0,6.0,3,0.5,1,1,-0.6748396958754664,212.42857142857142,65,1.5,11.635143097694478
237,238,20,FV,75.0,9000,Pave,,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,Gable,VinylSd,VinylSd,Stone,36.0,PConc,1078,0,488,1566,Y,SBrkr,1566,0,0,1566,2,0,3,1,7,2008.0,750,144,168,0,0,0,0,,0,4,2010,WD,Normal,262500,3,2,2,3,2,4,1,0.6883780332056194,4,2,7.0,0.0,0.0,3.0,2.0,6.0,3,0.0,3,0,0.9404964645277352,223.71428571428572,2,2.6666666666666665,12.478006361013815
238,239,30,RM,40.0,3880,Pave,,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,1997,Gable,VinylSd,VinylSd,None,0.0,CBlock,329,0,357,686,Y,SBrkr,866,0,0,866,1,0,2,1,4,,0,58,42,0,0,0,0,,0,8,2007,WD,Normal,110500,2,1,3,3,0,3,1,0.47959183673469385,3,2,7.0,0.0,0.0,3.0,2.0,6.0,3,0.0,1,0,-0.3094602267389132,216.5,62,0.0,11.612770799939945
239,240,50,RM,63.0,5000,Pave,,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,BrkTil,0,0,540,540,N,FuseA,889,551,0,1440,1,0,3,1,6,1940.0,352,0,0,77,0,0,0,,0,4,2006,WD,Normal,79000,2,1,2,3,0,1,1,0.0,3,1,7.0,0.0,0.0,2.0,2.0,4.0,3,0.0,1,0,-0.6117156000113834,240.0,106,1.6666666666666667,11.27720313144916
240,241,160,RL,75.0,10762,Pave,,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,Gable,Plywood,Plywood,None,0.0,CBlock,0,0,626,626,Y,SBrkr,626,591,0,1217,1,1,3,1,6,1980.0,288,0,28,0,0,0,0,,0,4,2009,WD,Normal,120000,3,1,2,3,0,1,1,0.0,2,1,7.0,2.0,2.0,3.0,2.0,6.0,3,0.0,1,1,-0.41946813076371103,202.83333333333334,29,2.0,11.695247021764184
241,242,60,RL,,8880,Pave,,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2002,Gable,VinylSd,VinylSd,None,0.0,PConc,695,0,253,948,Y,SBrkr,1222,888,0,2110,2,1,3,1,8,1994.0,463,0,130,0,0,0,0,,0,5,2010,WD,Normal,205000,3,2,2,3,0,4,1,0.7331223628691983,4,2,7.0,1.0,2.0,3.0,2.0,6.0,3,0.0,3,1,0.7951366922635559,263.75,16,2.6666666666666665,12.230765258120545
242,243,20,RL,80.0,10400,Pave,,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,Gable,Wd Sdng,Wd Sdng,BrkFace,102.0,CBlock,929,0,916,1845,Y,SBrkr,1872,0,0,1872,2,0,3,1,6,1988.0,604,197,39,0,0,0,0,,0,6,2006,WD,Normal,241500,3,1,2,3,2,4,1,0.5035230352303524,3,1,7.0,2.0,2.0,3.0,2.0,6.0,3,0.0,2,1,-0.06562449037126941,312.0,18,3.0,12.394624752074764
243,244,190,RM,69.0,9142,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1950,Gable,AsbShng,AsbShng,None,0.0,Stone,0,0,1020,1020,N,FuseP,908,1020,0,1928,2,0,4,2,9,1910.0,440,0,60,112,0,0,0,,0,4,2006,WD,Normal,137000,1,1,1,3,0,1,1,0.0,3,0,7.0,0.0,0.0,1.0,1.0,1.0,3,0.0,2,0,-1.0239827661314296,214.22222222222223,96,1.5,11.827736204810263
244,245,20,RL,75.0,11310,Pave,,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,Hip,Wd Sdng,BrkFace,None,0.0,CBlock,0,0,1367,1367,Y,SBrkr,1375,0,0,1375,1,0,2,1,5,1954.0,451,0,30,0,0,0,0,,0,6,2006,WD,Normal,140000,2,1,2,3,0,1,1,0.0,4,1,7.0,2.0,2.0,3.0,2.0,6.0,3,0.0,1,0,-0.25787195961894177,275.0,52,2.3333333333333335,11.84939770159144
245,246,60,RL,72.0,11317,Pave,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,Gable,VinylSd,VinylSd,BrkFace,101.0,PConc,0,0,840,840,Y,SBrkr,840,828,0,1668,2,1,3,1,8,2003.0,500,144,68,0,0,0,0,,0,9,2007,WD,Normal,180000,3,2,2,3,0,1,1,0.0,4,2,7.0,0.0,0.0,3.0,2.0,6.0,3,0.0,2,1,0.7951366922635559,208.5,4,2.6666666666666665,12.100712129872347
246,247,30,RL,55.0,5350,Pave,,IR1,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1966,Gable,Wd Sdng,Plywood,None,0.0,CBlock,0,0,728,728,Y,SBrkr,1306,0,0,1306,1,0,3,1,6,,0,263,0,0,0,0,0,,450,5,2010,WD,Normal,76500,2,1,0,3,0,1,1,0.0,4,0,3.0,0.0,0.0,3.0,2.0,6.0,3,1.5,1,0,-0.9962066496839501,217.66666666666666,70,0.0,11.245046019814627
247,248,120,RM,44.0,4750,Pave,,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,Hip,VinylSd,VinylSd,Stone,481.0,PConc,1573,0,0,1573,Y,SBrkr,1625,0,0,1625,2,0,2,1,5,2006.0,538,123,0,0,0,153,0,,0,12,2007,WD,Family,235000,3,2,2,3,3,4,1,1.0,4,2,7.0,3.0,3.0,3.0,2.0,6.0,3,0.0,3,1,0.9404964645277352,325.0,1,3.0,12.367340793126296
248,249,60,RL,65.0,8366,Pave,,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,Gable,VinylSd,VinylSd,None,0.0,PConc,0,0,798,798,Y,SBrkr,798,842,0,1640,2,1,3,1,6,2004.0,520,138,45,0,0,0,0,,0,12,2008,WD,Normal,173000,3,2,2,3,0,1,1,0.0,4,2,7.0,0.0,0.0,3.0,2.0,6.0,3,0.0,2,1,0.6497769199993766,273.3333333333333,4,2.6666666666666665,12.061046873479915
249,250,80,RL,85.0,9350,Pave,,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1991,Hip,HdBoard,HdBoard,BrkFace,108.0,CBlock,270,580,452,1302,Y,SBrkr,1302,0,0,1302,2,0,3,1,7,1964.0,309,333,0,0,0,0,0,,0,10,2007,CWD,Normal,158000,3,1,2,3,3,1,3,0.65284178187404,4,2,5.5,0.0,0.0,3.0,2.0,6.0,3,0.5,2,1,0.29975497876528384,186.0,43,2.0,11.970350312009105
250,251,20,RL,70.0,8400,Pave,,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,Gable,MetalSd,MetalSd,None,0.0,CBlock,922,0,392,1314,Y,SBrkr,1314,0,0,1314,1,0,3,1,5,1957.0,294,250,0,0,0,0,0,,0,6,2010,WD,Normal,145000,2,1,3,3,0,2,1,0.7016742770167428,2,1,7.0,0.0,0.0,3.0,2.0,6.0,3,0.0,2,0,-0.8201994681396458,262.8,53,2.0,11.884489021402711
251,252,60,RL,66.0,8738,Pave,,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,Gable,VinylSd,VinylSd,BrkFace,302.0,PConc,0,0,975,975,Y,SBrkr,1005,1286,0,2291,2,1,4,1,8,1999.0,429,192,0,0,0,0,0,,0,2,2006,WD,Normal,230000,3,2,2,3,0,1,1,0.0,4,2,7.0,2.0,2.0,3.0,2.0,6.0,3,0.0,2,1,0.7951366922635559,286.375,7,3.1666666666666665,12.345834587905333
252,253,60,FV,64.0,8791,Pave,,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,Gable,VinylSd,VinylSd,None,0.0,PConc,503,0,361,864,Y,SBrkr,864,864,0,1728,2,1,3,1,7,2003.0,673,216,56,0,0,0,0,,0,5,2008,WD,Normal,207500,3,2,2,3,0,2,1,0.5821759259259259,4,2,7.0,0.0,0.0,3.0,2.0,6.0,3,0.0,2,1,0.6497769199993766,246.85714285714286,5,2.6666666666666665,12.24288661865289
253,254,20,RL,68.0,8814,Pave,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,Gable,VinylSd,VinylSd,Stone,180.0,PConc,1334,0,270,1604,Y,SBrkr,1604,0,0,1604,2,1,3,1,8,2006.0,660,123,110,0,0,0,0,,0,3,2009,WD,Abnorml,220000,3,2,2,3,0,4,1,0.8316708229426434,4,2,7.0,3.0,3.0,3.0,2.0,6.0,3,0.0,3,1,0.7951366922635559,200.5,3,2.6666666666666665,12.301382825334498
254,255,60,RL,80.0,12435,Pave,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,Gable,VinylSd,VinylSd,BrkFace,172.0,PConc,361,0,602,963,Y,SBrkr,963,829,0,1792,2,1,3,1,7,2001.0,564,0,96,0,245,0,0,,0,5,2008,WD,Normal,231500,3,2,2,3,0,4,1,0.37487019730010385,4,2,7.0,2.0,2.0,3.0,2.0,6.0,3,0.0,2,1,0.7951366922635559,256.0,7,2.6666666666666665,12.352335152508426
255,256,20,RM,70.0,12702,Pave,,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,Gable,BrkFace,BrkFace,None,0.0,PConc,0,0,0,0,Y,FuseA,882,0,0,882,1,0,2,1,4,1956.0,308,0,45,0,0,0,0,,0,12,2008,WD,Normal,97000,0,1,2,0,0,0,0,0.0,3,1,7.0,0.0,0.0,3.0,2.0,6.0,3,0.0,1,0,-1.122458730234894,220.5,52,1.5,11.48246625748552
256,257,80,RL,120.0,19296,Pave,,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,1962,Gable,Wd Sdng,Wd Sdng,BrkFace,399.0,CBlock,672,690,0,1362,Y,SBrkr,1382,0,0,1382,1,0,3,1,6,1991.0,884,0,0,252,0,0,0,,0,5,2009,WD,Normal,176000,2,1,2,3,3,2,3,1.0,2,1,7.0,2.0,2.0,3.0,2.0,6.0,3,1.5,2,0,-0.6748396958754664,230.33333333333334,47,2.3333333333333335,12.078239274020289
257,258,60,RL,69.0,9588,Pave,,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,Gable,CemntBd,CmentBd,Stone,270.0,PConc,0,0,1482,1482,Y,SBrkr,1482,1092,0,2574,2,1,3,1,10,2007.0,868,0,148,0,0,0,0,,0,11,2007,New,Partial,276000,4,2,2,3,0,1,1,0.0,4,3,7.0,3.0,3.0,3.0,2.0,6.0,3,0.0,2,1,1.4981234029119608,257.4,0,3.8333333333333335,12.528156144699286
258,259,80,RL,88.0,8471,Pave,,IR1,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1995,Gable,HdBoard,Plywood,BrkFace,46.0,CBlock,506,0,0,506,Y,SBrkr,1212,0,0,1212,1,0,3,1,6,1978.0,492,292,12,0,0,0,0,,0,7,2006,WD,Normal,151000,3,1,2,4,2,3,1,1.0,2,1,7.0,2.0,2.0,3.0,2.0,6.0,3,1.5,2,0,-0.41946813076371103,202.0,29,2.3333333333333335,11.925035115797062
259,260,50,RM,50.0,5500,Pave,,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,2001,Gable,Wd Sdng,Wd Sdng,None,0.0,BrkTil,234,692,0,926,Y,SBrkr,926,0,390,1316,1,0,3,1,6,1974.0,484,0,0,0,0,0,0,,0,4,2010,WD,Normal,130000,2,1,2,3,0,1,3,1.0,2,1,7.0,0.0,0.0,3.0,2.0,6.0,3,0.0,2,0,-0.8201994681396458,219.33333333333334,81,2.1666666666666665,11.77528972943772
260,261,30,RM,30.0,5232,Pave,Grvl,IR3,Bnk,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,BrkTil,0,0,680,680,N,FuseP,764,0,0,764,1,0,2,1,4,1965.0,504,0,0,0,0,0,0,,0,6,2008,WD,Normal,73000,1,1,2,3,0,1,1,0.0,3,1,7.0,0.0,0.0,3.0,2.0,6.0,0,0.0,1,0,-0.8670871651231387,191.0,83,2.1666666666666665,11.198214720130528
261,262,20,RL,78.0,12090,Pave,,IR1,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1981,Gable,MetalSd,MetalSd,BrkFace,210.0,CBlock,588,228,606,1422,Y,SBrkr,1422,0,0,1422,2,0,3,1,7,1981.0,576,276,0,0,0,0,0,,0,6,2008,WD,Normal,175500,3,1,3,3,0,4,1,0.5738396624472574,2,2,7.0,2.0,2.0,3.0,2.0,6.0,3,1.5,2,0,-0.11721275749124087,203.14285714285714,27,3.0,12.075394321888057
262,263,60,RL,70.0,11207,Pave,,IR1,HLS,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,Gable,VinylSd,VinylSd,None,0.0,PConc,714,0,88,802,Y,SBrkr,802,709,0,1511,2,1,3,1,8,1997.0,413,95,75,0,0,0,0,,0,6,2006,WD,Normal,185000,3,1,2,3,2,4,1,0.8902743142144638,3,1,7.0,2.0,2.0,3.0,2.0,6.0,3,0.0,3,1,-0.2109842626354487,188.875,9,3.0,12.128111104060462
263,264,75,RL,60.0,8400,Pave,,Reg,Bnk,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1997,Gable,Wd Sdng,Wd Sdng,None,0.0,PConc,378,0,342,720,Y,SBrkr,1052,720,420,2192,2,1,4,1,8,1939.0,240,262,24,0,0,0,0,,0,7,2008,WD,Normal,179500,2,1,2,3,0,1,1,0.525,4,2,7.0,3.0,3.0,3.0,2.0,6.0,3,0.0,2,1,-0.10097635861065088,274.0,69,1.5,12.097930486910471
264,265,30,RM,71.0,6900,Pave,,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1955,Gable,VinylSd,VinylSd,None,0.0,CBlock,403,125,212,740,Y,SBrkr,778,0,0,778,1,0,2,1,4,1966.0,924,0,25,0,0,0,0,,0,2,2008,WD,Normal,120500,2,1,2,3,0,3,2,0.7135135135135136,4,1,7.0,3.0,3.0,4.0,3.0,12.0,3,0.0,1,0,-0.4032317318831211,194.5,68,2.1666666666666665,11.699405031912846
265,266,20,RL,,7917,Pave,,IR1,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,Hip,HdBoard,HdBoard,BrkFace,174.0,CBlock,751,0,392,1143,Y,SBrkr,1113,0,0,1113,1,1,3,1,6,1987.0,504,370,30,0,0,0,0,,0,5,2007,WD,Normal,148000,2,1,3,4,0,2,1,0.6570428696412949,2,1,7.0,1.0,1.0,3.0,2.5,7.5,3,1.5,2,1,-0.6748396958754664,185.5,31,2.0,11.904967552746252
266,267,60,FV,84.0,10728,Pave,,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,Gable,VinylSd,VinylSd,None,0.0,PConc,0,0,1095,1095,Y,SBrkr,1095,844,0,1939,2,1,3,1,8,2006.0,1053,192,51,0,0,0,0,,0,8,2006,New,Partial,266000,3,2,2,3,1,1,1,0.0,3,2,7.0,3.0,3.0,3.0,2.0,6.0,3,0.0,2,1,0.7320125963994728,242.375,0,3.3333333333333335,12.491251587763836
267,268,20,RL,73.0,39104,Pave,,IR1,Low,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,2005,Flat,Plywood,Plywood,None,0.0,CBlock,226,1063,96,1385,Y,SBrkr,1363,0,0,1363,1,0,2,1,5,1954.0,439,81,0,0,0,0,0,,0,4,2008,WD,Normal,241500,3,1,2,3,3,1,4,0.9306859205776173,4,1,3.0,2.0,4.0,3.0,2.0,6.0,3,0.0,2,0,0.14285937775699292,272.6,54,2.3333333333333335,12.394624752074764
268,269,60,RL,92.0,11764,Pave,,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,2007,Gable,VinylSd,VinylSd,BrkFace,348.0,PConc,524,0,628,1152,Y,SBrkr,1164,1106,0,2270,2,1,4,1,9,1999.0,671,132,57,0,0,0,0,,0,4,2010,WD,Normal,290000,3,2,2,3,0,4,1,0.45486111111111116,4,2,7.0,3.0,3.0,3.0,2.0,6.0,3,0.0,2,1,0.9404964645277352,252.22222222222223,11,3.6666666666666665,12.577636201962656
269,270,20,RL,80.0,9600,Pave,,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1988,Hip,Wd Sdng,Wd Sdng,BrkCmn,183.0,CBlock,620,620,0,1240,Y,SBrkr,1632,0,0,1632,2,0,3,1,6,1958.0,338,289,0,0,0,0,0,,0,4,2009,WD,Normal,139000,2,1,2,3,0,2,1,1.0,3,1,5.5,3.0,3.0,3.0,2.0,6.0,3,0.5,3,0,-0.4663558277472041,272.0,51,2.0,11.842229212112828
270,271,20,RL,76.0,8314,Pave,,Reg,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,Gable,HdBoard,ImStucc,None,0.0,CBlock,546,0,270,816,Y,SBrkr,816,0,0,816,1,0,2,1,5,1982.0,264,168,0,0,0,0,0,,0,6,2007,WD,Normal,124500,2,1,2,3,3,3,1,0.6691176470588236,2,1,7.0,0.0,0.0,3.0,2.0,6.0,3,0.0,1,0,-0.8201994681396458,163.2,25,1.6666666666666667,11.732060994886899
271,272,50,RL,55.0,7264,Pave,,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,2007,Gable,Wd Sdng,Wd Sdng,None,0.0,BrkTil,0,0,952,952,N,SBrkr,952,596,0,1548,2,1,3,1,5,1978.0,672,74,0,0,0,144,0,,0,10,2009,WD,Normal,205000,2,2,3,3,0,1,1,0.0,3,3,7.0,0.0,0.0,3.0,2.0,6.0,3,0.0,2,1,0.6335366322960084,309.6,84,2.1666666666666665,12.230765258120545
272,273,20,RL,129.0,9196,Pave,,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,Gable,VinylSd,VinylSd,None,0.0,PConc,0,0,1560,1560,Y,SBrkr,1560,0,0,1560,2,0,3,1,7,2003.0,573,100,150,0,0,0,0,,0,4,2010,WD,Normal,201000,4,2,2,3,0,1,1,0.0,4,2,7.0,0.0,0.0,3.0,2.0,6.0,3,0.0,2,0,1.0505082573753113,222.85714285714286,7,3.0,12.211060187041213
273,274,20,RL,140.0,19138,Pave,,Reg,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,Gable,VinylSd,VinylSd,None,0.0,CBlock,120,0,744,864,Y,SBrkr,864,0,0,864,1,0,2,1,4,1951.0,400,0,0,0,0,0,0,,0,6,2010,WD,Normal,141000,2,1,2,3,0,1,1,0.13888888888888884,4,1,7.0,0.0,0.0,3.0,2.0,6.0,3,0.0,1,0,-0.5485915041473004,216.0,59,2.1666666666666665,11.856515169360305
274,275,20,RL,107.0,14450,Pave,,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,Gable,CemntBd,CmentBd,BrkFace,315.0,PConc,0,0,2121,2121,Y,SBrkr,2121,0,0,2121,2,1,3,1,8,2007.0,732,124,98,0,0,142,0,,0,5,2007,New,Partial,415298,4,3,2,3,3,1,1,0.0,4,3,7.0,3.5,3.5,3.0,2.0,6.0,3,0.0,2,1,1.9935051164102329,265.125,1,3.6666666666666665,12.936751613811438
275,276,60,RL,83.0,10005,Pave,,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,Hip,Plywood,Plywood,BrkFace,299.0,CBlock,392,0,768,1160,Y,SBrkr,1156,866,0,2022,2,1,4,1,8,1977.0,505,288,117,0,0,0,0,,0,3,2008,WD,Normal,192000,3,1,2,3,0,2,1,0.33793103448275863,4,1,7.0,2.0,2.0,3.0,2.0,6.0,3,0.0,2,1,0.14285937775699292,252.75,31,3.0,12.165250651009918
