,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,bsmt_height,exterior_quality,exterior_condition,bsmt_condition,bsmt_exposure,bsmt_finished1,bsmt_finished2,BsmtFinishedShare,heating_quality,kitchen_quality,home_funct,fireplace_quality,fireplace_ttlscore,gar_qual,gar_cond,gar_perception,driveway,fence,full_baths,half_baths,average_quality,room_size,age,garage_perception,LogSalePrice
263,264,75,RL,60,8400,Pave,,Reg,Bnk,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,1997,Gable,Wd Sdng,Wd Sdng,None,0,PConc,378,0,342,720,Y,SBrkr,1052,720,420,2192,2,1,4,1,8,1939,240,262,24,0,0,0,0,,0,7,2008,WD,Normal,179500,2,1,2,3,0,1,1,0.525,4,2,7,3,3,3,2,6,3,0,2,1,-0.100976359,274,69,1.5,12.09793049
264,265,30,RM,71,6900,Pave,,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1955,Gable,VinylSd,VinylSd,None,0,CBlock,403,125,212,740,Y,SBrkr,778,0,0,778,1,0,2,1,4,1966,924,0,25,0,0,0,0,,0,2,2008,WD,Normal,120500,2,1,2,3,0,3,2,0.713513514,4,1,7,3,3,4,3,12,3,0,1,0,-0.403231732,194.5,68,2.166666667,11.69940503
265,266,20,RL,69.79,7917,Pave,,IR1,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,Hip,HdBoard,HdBoard,BrkFace,174,CBlock,751,0,392,1143,Y,SBrkr,1113,0,0,1113,1,1,3,1,6,1987,504,370,30,0,0,0,0,,0,5,2007,WD,Normal,148000,2,1,3,4,0,2,1,0.65704287,2,1,7,1,1,3,2.5,7.5,3,1.5,2,1,-0.674839696,185.5,31,2,11.90496755
266,267,60,FV,84,10728,Pave,,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,Gable,VinylSd,VinylSd,None,0,PConc,0,0,1095,1095,Y,SBrkr,1095,844,0,1939,2,1,3,1,8,2006,1053,192,51,0,0,0,0,,0,8,2006,New,Partial,266000,3,2,2,3,1,1,1,0,3,2,7,3,3,3,2,6,3,0,2,1,0.732012596,242.375,0,3.333333333,12.49125159
267,268,20,RL,73,39104,Pave,,IR1,Low,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,2005,Flat,Plywood,Plywood,None,0,CBlock,226,1063,96,1385,Y,SBrkr,1363,0,0,1363,1,0,2,1,5,1954,439,81,0,0,0,0,0,,0,4,2008,WD,Normal,241500,3,1,2,3,3,1,4,0.930685921,4,1,3,2,4,3,2,6,3,0,2,0,0.142859378,272.6,54,2.333333333,12.39462475
268,269,60,RL,92,11764,Pave,,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,2007,Gable,VinylSd,VinylSd,BrkFace,348,PConc,524,0,628,1152,Y,SBrkr,1164,1106,0,2270,2,1,4,1,9,1999,671,132,57,0,0,0,0,,0,4,2010,WD,Normal,290000,3,2,2,3,0,4,1,0.454861111,4,2,7,3,3,3,2,6,3,0,2,1,0.940496465,252.2222222,11,3.666666667,12.5776362
269,270,20,RL,80,9600,Pave,,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1988,Hip,Wd Sdng,Wd Sdng,BrkCmn,183,CBlock,620,620,0,1240,Y,SBrkr,1632,0,0,1632,2,0,3,1,6,1958,338,289,0,0,0,0,0,,0,4,2009,WD,Normal,139000,2,1,2,3,0,2,1,1,3,1,5.5,3,3,3,2,6,3,0.5,3,0,-0.466355828,272,51,2,11.84222921
270,271,20,RL,76,8314,Pave,,Reg,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,Gable,HdBoard,ImStucc,None,0,CBlock,546,0,270,816,Y,SBrkr,816,0,0,816,1,0,2,1,5,1982,264,168,0,0,0,0,0,,0,6,2007,WD,Normal,124500,2,1,2,3,3,3,1,0.669117647,2,1,7,0,0,3,2,6,3,0,1,0,-0.820199468,163.2,25,1.666666667,11.73206099
271,272,50,RL,55,7264,Pave,,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,2007,Gable,Wd Sdng,Wd Sdng,None,0,BrkTil,0,0,952,952,N,SBrkr,952,596,0,1548,2,1,3,1,5,1978,672,74,0,0,0,144,0,,0,10,2009,WD,Normal,205000,2,2,3,3,0,1,1,0,3,3,7,0,0,3,2,6,3,0,2,1,0.633536632,309.6,84,2.166666667,12.23076526
272,273,20,RL,129,9196,Pave,,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,Gable,VinylSd,VinylSd,None,0,PConc,0,0,1560,1560,Y,SBrkr,1560,0,0,1560,2,0,3,1,7,2003,573,100,150,0,0,0,0,,0,4,2010,WD,Normal,201000,4,2,2,3,0,1,1,0,4,2,7,0,0,3,2,6,3,0,2,0,1.050508257,222.8571429,7,3,12.21106019
273,274,20,RL,140,19138,Pave,,Reg,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,Gable,VinylSd,VinylSd,None,0,CBlock,120,0,744,864,Y,SBrkr,864,0,0,864,1,0,2,1,4,1951,400,0,0,0,0,0,0,,0,6,2010,WD,Normal,141000,2,1,2,3,0,1,1,0.138888889,4,1,7,0,0,3,2,6,3,0,1,0,-0.548591504,216,59,2.166666667,11.85651517
274,275,20,RL,107,14450,Pave,,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,Gable,CemntBd,CmentBd,BrkFace,315,PConc,0,0,2121,2121,Y,SBrkr,2121,0,0,2121,2,1,3,1,8,2007,732,124,98,0,0,142,0,,0,5,2007,New,Partial,415298,4,3,2,3,3,1,1,0,4,3,7,3.5,3.5,3,2,6,3,0,2,1,1.993505116,265.125,1,3.666666667,12.93675161
275,276,60,RL,83,10005,Pave,,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,Hip,Plywood,Plywood,BrkFace,299,CBlock,392,0,768,1160,Y,SBrkr,1156,866,0,2022,2,1,4,1,8,1977,505,288,117,0,0,0,0,,0,3,2008,WD,Normal,192000,3,1,2,3,0,2,1,0.337931034,4,1,7,2,2,3,2,6,3,0,2,1,0.142859378,252.75,31,3,12.16525065
276,277,60,RL,82,11287,Pave,,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,Gable,Plywood,Plywood,BrkFace,340,CBlock,421,0,386,807,Y,SBrkr,1175,807,0,1982,2,1,3,1,7,1989,575,0,84,0,196,0,0,,0,1,2007,WD,Normal,228500,3,2,2,3,2,4,1,0.521685254,3,2,7,2,2,3,2,6,3,0,2,1,0.586652824,283.1428571,18,3,12.33929149
277,278,20,FV,60,7200,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,Gable,VinylSd,VinylSd,Stone,68,PConc,905,0,357,1262,Y,SBrkr,1262,0,0,1262,2,0,2,1,5,2006,572,0,120,0,0,0,0,,0,5,2006,New,Partial,185000,3,2,2,3,0,4,1,0.717115689,3,2,7,0,0,3,2,6,3,0,2,0,0.441293052,252.4,0,3,12.1281111
278,279,120,RL,34,5063,Pave,,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2008,Gable,VinylSd,VinylSd,Stone,166,PConc,904,0,410,1314,Y,SBrkr,1314,0,0,1314,2,0,2,1,6,2008,626,172,62,0,0,0,0,,0,4,2009,ConLw,Normal,207500,3,2,2,3,0,4,1,0.687975647,4,2,7,3,3,3,2,6,3,0,3,0,0.795136692,219,2,2.666666667,12.24288662
279,280,20,RL,74,9612,Pave,,Reg,Lvl,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2009,Gable,VinylSd,VinylSd,Stone,72,PConc,0,0,1468,1468,Y,SBrkr,1468,0,0,1468,2,0,3,1,6,2008,898,210,150,0,0,0,0,,0,12,2009,New,Partial,244600,3,2,2,3,0,1,1,0,4,2,7,3,3,3,2,6,3,0,2,0,0.940496465,244.6666667,1,3.666666667,12.4073795
280,281,120,RL,50,8012,Pave,,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,Gable,Plywood,ImStucc,None,0,PConc,430,0,1145,1575,Y,SBrkr,1575,0,0,1575,2,0,2,1,5,1992,529,0,0,52,0,0,0,,0,7,2007,WD,Normal,179200,3,2,2,3,0,4,1,0.273015873,3,2,7,0,0,3,2,6,3,0,3,0,0.441293052,315,15,2.666666667,12.09625778
281,282,160,FV,35,4251,Pave,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,Gable,MetalSd,MetalSd,None,0,PConc,0,0,625,625,Y,SBrkr,625,625,0,1250,2,1,2,1,5,2006,528,0,54,0,0,0,0,,0,6,2007,New,Partial,164700,3,2,2,3,0,1,1,0,4,2,7,0,0,3,2,6,3,0,2,1,0.795136692,250,1,2.5,12.01188092
282,283,50,RL,77,9786,Pave,,IR1,Bnk,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1981,Gable,Wd Sdng,Wd Sdng,None,0,CBlock,600,0,312,912,Y,SBrkr,1085,649,0,1734,1,1,3,1,7,1962,440,0,0,0,0,128,0,,0,6,2006,WD,Normal,159000,2,1,2,3,0,2,1,0.657894737,2,2,7,3,3,3,2,6,3,1.5,1,1,-0.372584323,247.7142857,44,2.666666667,11.97665948
283,284,20,RL,69.79,8125,Pave,,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,Gable,HdBoard,HdBoard,None,0,CBlock,614,0,244,858,Y,SBrkr,858,0,0,858,1,0,3,1,5,,0,0,0,0,0,0,0,,0,6,2006,WD,Normal,88000,2,1,2,3,0,2,1,0.715617716,2,1,7,0,0,3,2,6,3,0,1,0,-0.96555924,171.6,35,0,11.38509209
284,285,20,RL,69.79,9819,Pave,,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,Gable,MetalSd,MetalSd,BrkFace,31,CBlock,450,0,432,882,Y,SBrkr,900,0,0,900,1,0,3,1,5,1970,280,0,0,0,0,0,0,,0,2,2010,WD,Normal,122000,2,1,3,3,0,2,1,0.510204082,2,1,7,0,0,3,2,6,3,0.5,1,0,-0.820199468,180,43,1.5,11.71177632
285,286,70,RL,60,8730,Pave,,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,2003,Gable,Wd Sdng,Wd Sdng,None,0,BrkTil,0,0,698,698,Y,FuseA,698,698,0,1396,1,0,3,1,7,2003,384,0,0,0,0,259,0,,0,7,2007,WD,Normal,153575,2,1,2,3,0,1,1,0,4,1,7,0,0,3,2,6,3,0,1,0,-0.25787196,199.4285714,92,1.5,11.94194433
286,287,60,RL,120,15611,Pave,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,Gable,VinylSd,VinylSd,None,0,PConc,0,0,1079,1079,Y,SBrkr,1079,840,0,1919,2,1,3,1,8,2006,685,0,51,0,0,0,0,,0,7,2006,New,Partial,233230,3,2,2,3,2,1,1,0,4,2,7,3,3,3.5,2,7,3,0,2,1,0.940496465,239.875,0,2.666666667,12.35978037
287,288,190,RL,55,5687,Pave,Grvl,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,2000,Gable,VinylSd,VinylSd,None,0,PConc,210,0,570,780,N,SBrkr,936,780,0,1716,2,0,6,1,9,,0,0,184,0,0,0,0,,0,3,2008,WD,Normal,135900,2,1,1,2,0,2,1,0.269230769,4,0,7,0,0,3,2,6,0,0,3,0,-0.705487105,190.6666667,96,0,11.8196746
288,289,50,RL,60,11409,Pave,,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,2008,Gable,Wd Sdng,Wd Sdng,None,0,CBlock,292,0,476,768,Y,SBrkr,1148,568,0,1716,1,1,3,1,8,1949,281,0,0,0,0,160,0,,0,1,2009,WD,Normal,131000,2,1,2,3,0,1,1,0.380208333,3,1,5,3,3,3,2,6,3,0,1,1,-0.6117156,214.5,60,1.666666667,11.7829526
289,290,60,RL,69.79,16659,Pave,,IR1,Lvl,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1994,Gable,Plywood,Plywood,BrkFace,34,CBlock,795,0,0,795,Y,SBrkr,1468,795,0,2263,2,1,3,1,9,1977,539,0,250,0,0,0,0,,0,3,2006,WD,Normal,235000,2,1,2,3,0,3,1,1,1,2,7,2,2,3,2,6,3,0,3,1,-0.435708418,251.4444444,29,3,12.36734079
290,291,20,RL,80,9600,Pave,,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,Hip,HdBoard,HdBoard,Stone,238,CBlock,1285,0,131,1416,Y,SBrkr,1644,0,0,1644,1,0,3,1,7,1953,418,110,0,0,0,0,0,,0,10,2009,WD,Normal,167000,2,1,2,3,0,4,1,0.907485876,2,1,7,3,6,3,2,6,3,0,2,0,-0.674839696,234.8571429,56,3,12.02574909
291,292,80,RL,37,7937,Pave,,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,Gable,HdBoard,HdBoard,None,0,CBlock,819,0,184,1003,Y,SBrkr,1003,0,0,1003,1,0,3,1,6,1984,588,120,0,0,0,0,0,,0,3,2006,WD,Normal,142500,2,1,2,3,2,4,1,0.816550349,2,1,7,0,0,3,2,6,3,1.5,2,0,-0.674839696,167.1666667,22,2.166666667,11.86709728
292,293,50,RM,75,13710,Pave,,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,Gable,Wd Sdng,Wd Sdng,None,0,CBlock,420,0,490,910,Y,FuseA,910,648,0,1558,1,1,4,1,6,1950,282,289,0,0,0,0,0,,0,6,2007,WD,Normal,152000,2,1,2,3,0,2,1,0.461538462,2,1,7,0,0,3,2,6,3,0.5,1,1,-0.820199468,259.6666667,57,1.666666667,11.9316358
293,294,60,FV,66,7399,Pave,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1998,Hip,VinylSd,VinylSd,BrkFace,1600,PConc,649,0,326,975,Y,SBrkr,975,975,0,1950,2,1,3,1,7,1997,576,0,10,0,0,198,0,,0,6,2007,WD,Normal,239000,3,2,2,3,0,2,1,0.665641026,4,2,7,2,2,3,2,6,3,0,2,1,0.795136692,278.5714286,10,2.5,12.38421883
294,295,60,RL,90,11700,Pave,,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,Mansard,HdBoard,AsphShn,BrkFace,365,CBlock,384,175,143,702,Y,SBrkr,1041,702,0,1743,1,2,3,1,7,1968,539,224,0,0,0,0,0,,0,6,2007,WD,Normal,175000,2,2,2,3,0,3,2,0.796296296,3,1,7,3,3,3,2,6,3,0,1,3,-0.116333887,249,39,2.333333333,12.07254125
295,296,20,RL,80,14000,Pave,,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,2004,Gable,HdBoard,HdBoard,None,0,CBlock,0,0,1092,1092,Y,SBrkr,1152,0,0,1152,1,0,3,1,6,1950,300,0,36,0,0,0,0,,0,8,2009,WD,Family,158500,2,1,3,3,0,1,1,0,4,2,7,3,3,3,2,6,3,1.5,1,1,0.044383414,192,59,1.666666667,11.97350987
296,297,190,RL,90,15750,Pave,,Reg,Lvl,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,Hip,MetalSd,MetalSd,BrkFace,56,CBlock,841,0,324,1165,Y,SBrkr,1336,0,0,1336,1,0,2,1,5,1953,375,0,0,0,0,0,0,,0,6,2006,WD,Normal,157000,2,1,2,3,1,2,1,0.721888412,2,1,7,3,6,3,2,6,3,0,2,0,-0.820199468,267.2,53,1.666666667,11.96400108
297,298,60,RL,66,16226,Pave,,IR3,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,Gable,VinylSd,VinylSd,None,0,PConc,281,0,747,1028,Y,SBrkr,1210,1242,0,2452,2,1,4,1,9,1998,683,208,50,0,0,0,0,,0,5,2007,WD,Normal,267000,3,2,2,3,0,4,1,0.273346304,4,2,7,2,2,3,2,6,3,0,2,1,0.940496465,272.4444444,9,3.166666667,12.49500394
298,299,20,RL,118,13704,Pave,,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,Gable,VinylSd,VinylSd,BrkFace,150,PConc,0,0,1541,1541,Y,SBrkr,1541,0,0,1541,2,0,3,1,6,2001,843,468,81,0,0,0,0,,0,1,2006,WD,Normal,205000,3,2,2,3,0,1,1,0,4,2,7,2,2,3,2,6,3,0,2,0,0.795136692,256.8333333,5,3.333333333,12.23076526
299,300,20,RL,70,9800,Pave,,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,Gable,VinylSd,VinylSd,None,0,PConc,894,0,0,894,Y,SBrkr,894,0,0,894,1,0,3,1,5,1975,552,256,0,0,0,0,0,,0,7,2006,WD,Abnorml,149900,2,1,2,3,0,3,1,1,2,1,7,0,0,3,2,6,3,1.5,2,0,-0.820199468,178.8,34,2.333333333,11.91772368
300,301,75,RM,87,18386,Pave,,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,2002,Gable,CemntBd,CmentBd,None,0,BrkTil,0,0,1470,1470,Y,SBrkr,1675,1818,0,3493,3,0,3,1,10,2003,870,302,0,0,0,0,0,,0,5,2008,WD,Normal,295000,2,1,2,3,0,1,1,0,4,2,7,3.5,3.5,3,2,6,3,0,3,0,0.189743186,349.3,128,3,12.59473064
301,302,20,RL,80,10386,Pave,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2005,Gable,CemntBd,CmentBd,Stone,246,PConc,1464,0,536,2000,Y,SBrkr,2000,0,0,2000,2,0,3,1,8,2004,888,168,0,0,0,0,0,,0,7,2007,WD,Normal,305900,3,2,2,3,0,4,1,0.732,4,2,7,0,0,3,2,6,3,0,3,0,0.940496465,250,3,3.666666667,12.63101353
302,303,60,RL,116,13474,Pave,,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1991,Gable,HdBoard,Plywood,BrkFace,246,CBlock,700,0,0,700,Y,SBrkr,1122,1121,0,2243,2,1,4,1,8,1990,746,127,44,224,0,0,0,,0,6,2007,WD,Normal,225000,3,2,2,3,0,3,1,1,3,2,7,2,2,3,2,6,3,0,3,1,0.586652824,280.375,17,3.333333333,12.32385568
303,304,50,RM,69.79,7920,Pave,Grvl,IR1,Lvl,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1950,Gable,MetalSd,MetalSd,None,0,CBlock,0,0,319,319,Y,FuseA,1035,371,0,1406,1,0,3,1,6,,0,0,144,0,0,0,0,,0,3,2008,WD,Normal,89500,2,1,1,3,0,1,1,0,2,0,7,0,0,3,2,6,0,0.5,1,0,-0.977095069,234.3333333,88,0,11.4019939
304,305,30,RL,69.79,12342,Pave,,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1950,Gable,VinylSd,VinylSd,None,0,CBlock,262,0,599,861,Y,SBrkr,861,0,0,861,1,0,1,1,4,1961,539,158,0,0,0,0,0,,0,3,2009,WD,Normal,82500,2,1,2,3,0,2,1,0.304297329,4,1,7,0,0,3,2,6,3,0,1,0,-0.548591504,215.25,69,2.166666667,11.32055357
305,306,20,RL,90,12378,Pave,,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,Gable,VinylSd,VinylSd,None,0,PConc,1274,0,622,1896,Y,SBrkr,1944,0,0,1944,2,0,3,1,8,2003,708,208,175,0,0,0,0,,0,11,2006,WD,Normal,360000,4,2,2,3,3,4,1,0.671940928,4,3,7,3.5,10.5,3,2,6,3,0,3,0,1.643483175,243,3,3.666666667,12.79385931
306,307,60,RL,69.79,7685,Pave,,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,Gable,HdBoard,HdBoard,BrkFace,112,PConc,518,0,179,697,Y,SBrkr,697,804,0,1501,2,1,3,1,6,1993,420,190,63,0,0,0,0,,0,5,2006,WD,Normal,165600,3,1,2,3,0,3,1,0.743185079,3,2,7,2,2,3,2,6,3,0,2,1,0.091271111,250.1666667,13,3,12.01733052
307,308,20,RL,50,8000,Pave,,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,2002,Gable,VinylSd,VinylSd,None,0,CBlock,680,0,292,972,Y,SBrkr,972,0,0,972,1,0,2,1,5,1948,240,0,0,0,0,0,0,,0,5,2009,WD,Normal,132000,2,1,3,3,0,3,1,0.699588477,4,1,7,3,3,3,2,6,3,0,2,0,-0.25787196,194.4,61,1.5,11.7905572
308,309,190,RM,65,7800,Pave,,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1950,Gable,MetalSd,MetalSd,None,0,CBlock,507,0,286,793,Y,SBrkr,793,325,0,1118,1,0,3,1,5,1939,410,0,0,0,0,271,0,,0,5,2006,WD,Normal,119900,3,1,2,3,1,2,1,0.639344262,2,1,7,3,3,3,2,6,3,0.5,2,0,-0.564827903,223.6,67,2.166666667,11.69441334
309,310,20,RL,150,215245,Pave,,IR3,Low,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,Hip,BrkFace,BrkFace,None,0,CBlock,1236,820,80,2136,Y,SBrkr,2036,0,0,2036,2,0,3,1,8,1965,513,0,0,0,0,0,0,,0,6,2009,WD,Normal,375000,3,1,2,3,3,3,2,0.962546816,2,1,7,3,6,3,2,6,3,0,4,0,-0.274108358,254.5,44,2.666666667,12.8346813
310,311,70,RM,60,9600,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1990,Gable,Wd Sdng,Wd Sdng,None,0,BrkTil,16,0,712,728,Y,SBrkr,832,809,0,1641,1,1,3,1,6,1925,546,0,0,234,0,0,0,,0,8,2006,WD,Normal,178000,2,1,2,4,0,1,1,0.021978022,4,3,7,3,3,2,2,4,3,0,1,2,0.491998559,273.5,81,2.166666667,12.08953883
311,312,60,RL,71,7795,Pave,,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,Gable,VinylSd,VinylSd,None,0,PConc,425,0,291,716,Y,SBrkr,716,716,0,1432,2,1,3,1,6,2004,432,100,51,0,0,0,0,,0,7,2009,WD,Normal,188500,3,2,2,3,0,4,1,0.593575419,4,2,7,3,3,3,2,6,3,0,3,1,0.795136692,238.6666667,5,3,12.14685329
312,313,60,RL,94,13005,Pave,,IR1,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,Gable,CemntBd,CmentBd,BrkFace,278,CBlock,692,0,153,845,Y,SBrkr,1153,1200,0,2353,2,1,4,1,10,1983,484,288,195,0,0,0,0,,0,8,2009,WD,Normal,260000,3,2,2,3,0,4,1,0.818934911,2,3,7,2,2,3,2,6,3,1.5,3,1,0.680424329,235.3,29,2.666666667,12.46843691
313,314,60,FV,75,9000,Pave,,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,Gable,VinylSd,VinylSd,None,0,PConc,0,0,1088,1088,Y,SBrkr,1088,871,0,1959,2,1,3,1,8,2006,1025,208,46,0,0,0,0,,0,12,2007,WD,Normal,270000,3,2,2,3,2,1,1,0,4,2,7,3,3,3,2,6,3,0,2,1,0.940496465,244.875,1,3.333333333,12.50617724
314,315,60,RL,90,9900,Pave,,Reg,Low,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,Gable,HdBoard,HdBoard,BrkFace,256,PConc,987,0,360,1347,Y,SBrkr,1372,1274,0,2646,2,1,4,1,9,1993,656,340,60,144,0,0,0,,0,4,2009,WD,Normal,260000,3,2,2,3,3,4,1,0.732739421,4,2,7,2,2,3,2,6,3,0,3,1,0.795136692,294,16,3.333333333,12.46843691
315,316,80,RL,69.79,14115,Pave,,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,Gable,Plywood,Plywood,BrkFace,225,CBlock,1036,0,336,1372,Y,SBrkr,1472,0,0,1472,2,0,3,1,6,1980,588,233,48,0,0,0,0,,0,6,2009,WD,Normal,187500,3,1,2,3,2,4,1,0.755102041,2,1,7,2,4,3,2,6,3,0,3,0,-0.274108358,245.3333333,29,2.333333333,12.14153412
316,317,60,RL,111,16259,Pave,,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,Gable,VinylSd,VinylSd,Stone,370,PConc,0,0,1249,1249,Y,SBrkr,1249,1347,0,2596,3,1,4,1,9,2006,840,240,154,0,0,0,0,,0,9,2006,New,Partial,342643,4,1,2,4,2,1,1,0,4,2,7,0,0,3,2,6,3,0,3,1,0.991205861,288.4444444,0,3.333333333,12.74444437
317,318,60,RL,99,12099,Pave,,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,Gable,VinylSd,VinylSd,BrkFace,388,PConc,970,0,166,1136,Y,SBrkr,1136,1332,0,2468,2,1,4,1,10,2004,872,184,154,0,0,0,0,,0,6,2007,WD,Normal,354000,4,2,2,3,2,4,1,0.853873239,4,2,7,3,3,3,2,6,3,0,3,1,1.19586803,246.8,3,3.833333333,12.77705219
318,319,60,RL,86,10380,Pave,,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1987,Gable,Plywood,Plywood,BrkFace,172,CBlock,28,1474,0,1502,Y,SBrkr,1553,1177,0,2730,2,1,4,1,8,1987,576,201,96,0,0,0,0,,0,8,2007,WD,Normal,301000,2,2,2,3,3,1,3,1,4,2,7,2,2,3,2,6,3,0.5,3,1,0.539765127,341.25,21,3,12.61486554
319,320,20,RM,49,5820,Pave,,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,2005,Gable,VinylSd,VinylSd,None,0,CBlock,256,0,906,1162,Y,SBrkr,1163,0,0,1163,1,0,3,1,6,1955,220,142,98,0,0,0,0,,0,7,2006,WD,Normal,126175,2,1,3,3,0,3,1,0.220309811,4,1,7,0,0,2,2,4,3,0,2,0,-0.693951276,193.8333333,51,1.666666667,11.74542511
